text,class
"The big screen allows you to enjoy watching movies , pictures and etc!",0
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic , not to mention the laptop was designed for right handed person.",0
For the [ $ ] price ( special offer ) this is a great laptop.,0
What I 'd like is for the laptop to run well without having to purchase additional memory.,1
"It is fast booting up , shutting down , and connection with the internet.",0
This is not a serious gaming laptop or a serious media machine;,0
They replaced my hard drive as well as my mother board.,0
There is nothing to complain about the system.,0
and it comes with the new OSX that comes with new features that makes the use more easy.,0
"Now the screen is going darker , darker , darker.",0
I take it everywhere with me because it 's so easy to carry.,1
Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,1
The keyboard has a wonderful nature feel.,0
The battery does n't last long but I 'm sure an upgrade battery would solve that problem.,1
"I was looking too closely at the other performance specs and while comparing , I took it for granted that these features were standard.",1
"I bought this last week , and the very next day had to return it because it over heated and the touch-mouse stopped responding.",1
"The cover for the DVD drive soon came off , too -- a mark of poor construction quality.",0
But the arm velcro is torn after one use.,0
The software is amazing.,0
"We carry the netbook around here and there , hence it 's kinda of irritating when the LCD just `` slide '' downwards.",1
"The 2 GB of RAM is plenty , able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",0
"The battery life is amazing , the versitility is outstanding.",0
Vista is a nightmare.,0
The program came with the computer and works beautifully.,0
"I was loving this Netbook because it had an amazing screen and display and was small and light , but after 1 week it stopped openning web pages for me ( even after installing new browsers ) then eventually it just started giving me a blue screen and crashing everytime I booted it.",1
The So called laptop Runs to Slow and I hate it!,1
Charger seems large for this class of computer.,0
I dislike the quality and the placement of the speakers.,1
"The screen graphics and clarity , and sharpness are great.",0
"So I called customer support ( which is good too ) and they went through it and it is just a safety feature and it does not affect performance at all , I just chose to hide the message.",1
The unibody design is edgy and durable.,0
STOPPED BOOTING UP less than a week after my one-year warranty was up.,1
"But , for the cost this is a winner.",0
"Also , the battery does not last very long at all.",0
"I bought it from HSN because it was `` bundled '' with extra software , but as it turns out , that software just crashes it more often ..",1
I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,1
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,0
I was sorely disapointed to discover that HP ( what I thought was a reputable company ) would n't honor the warrenty when the fan blade fell apart.,1
"While most people say that PCs hold functionality and value and Macs are just pretty to look at , I think there 's something to be said about the simplicity of Macs.",1
My macbook is so much better looking and so thin!,0
The battery gets so HOT it is scary.,0
It 's so nice to look at and the keys are easy to type with.,0
"It is absolutely horrible to use , despite all its so called advanced features.",0
I have to keep turning it until it decides to lower and there is no mute.,1
It 's still beautiful and has better color reproduction than I could ever expect from a notebook.,1
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,1
"Also , macbooks come with much more features which are so cool!",0
Getting the Apple Care plan is a must.,0
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,1
"The dv4 boasted a faster processor , more memory , and a bigger hard drive than my old computer , plus a better quality web cam , nicer screen , and many other features.",0
The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,0
The graphics on this computer are also stellar - very clear and vivid.,0
"Aside from the trial software and the short battery life , lack of a webcam , its great.",0
"The newer black keyboard took a little bit away from the previous gray one which looked really slick , but it is still a great notebook!",0
Sony parts reliability and quality of service is recenlty the worst.,0
"As with any laptop not purchased with software options , it comes with a lot of what I consider useless applications.",1
"Its Office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",0
It just works flawlessly!,0
I 'm having the laptop returned unrepaired since paying $ 176 every 3 months just is n't worth it ( that 's about how long the port seems to last ).,1
also the battery is completely shot.,0
/ awesome cooling system / much better grafics card ( ATI 5870 ) / 8GB RAM / LED backlit screen ..,0
The biggest problem is that the box had no instructions in it.,0
"Compared to similarly spec 'd PCs , this machine is good value , well built and works easily right out of the box.",0
Screen is crystal clear and the system is very responsive.,0
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,1
"it might be something deep within Windows , for I was unable to create a disk image on my hard drive.",1
"The track pad to me is what really stands out though , you can do several different things with it just depending on how many fingers you use on the track pad , awesome thinking Apple!",1
"Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one , so back it went to get the correct drive.",1
"First , you ll discover that the word processing program known as Appleworks rarely translates perfectly on anyone else s computer , if it translates at all.",0
Battery is not upgradable to a longer life battery.,0
apple has a reputation and is well known for its easy usage.,0
Returned laptop for a 3rd repair and it came back with previous problems fixed ( except for speaker grill ) but the unit started locking up during use and eventually would not operate at all.,0
"Love the graphics , awesome programs ( including Garageband ) , and really cool default background.",0
"Screen , keyboard , and mouse : If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone.",0
"Overall , I experienced a huge change in that my mac runs pretty fast compared to my old PC.",1
When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,1
It also came with a built it web cam which is great because I can see an communicate with my family members back home.,1
It was secure and easy to navigate.,0
I was a little weary at purchasing another 13 '' macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.,1
They are by far the easiest systems to actually learn about computers with.,0
"The video card is great for media , and above average for gaming , but not a gamers first choice.",0
"Apparently there is a manufacturing defect , something with the amount of thermal paste.",0
Asus facial recognition does n't work and windows logon is n't either.,0
Windows Vista makes this computer almost unusable for online service.,0
"I contacted Acer and they are giving me FREE recovery DVDs , so do n't go and pay for them , just ask for them and they should give them to you.",1
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,1
Can listen to my music and watch my videos with ease and with a great display.,0
The performance is awesome.,0
The display is beyond horrible.,0
There is hardly any memory on the computer 's hard drive.,0
the laptop preformed pretty well.,0
"The minute you fire it up it 's all good , very easy user interface.",0
I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,1
After replacing the hard drive the battery stopped working ( 3 months of use ) which was frustrating.,0
"I love the easy to see screen , and It works well for work , persoal or just play.",1
Awesome graphics!,0
"The pro is a great product , I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge ( the edges hurt my wrists ).",1
One drawback I noticed was sound quality via USB.,1
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to , so much for that warranty covering all the products we purchased.",1
"I have had another Mac , but it got slow due to an older operating system.",1
"I'ts nice to have the higher-end laptops , but this fits my budget and the features I need.",1
"Was disappointed to find out that the model had been discontinued , apparently because of known motherboard problems.",0
"Also the speakers are not very loud , But it is a netbook.",0
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,0
A key contributor that led me to Mac is the art aspect.,0
"Accordingly , I have decided to NEVER purchase another HP product ( my five year old Compaq ) lasted 5-years before the hard drive crashed.",1
"I know that everyone thinks Macs are overpriced and overrated , but once you get past the initial expense you 'll find that they 're worth every penny ( besides , there 's always the financing plan that Best Buy offers ).",1
I love the multi-touch trackpad.,1
HP is more interested in selling extended warranties ( which cost more than the netbook new ) then they are in helping or fixing.,0
Not too much `` junk '' software to remove.,0
System is loosing about 20 % of performance because of that.,0
"The difference in the Apple keyboard from a PC 's keyboard took a bit of tim to get used to , but overall it 's worth it!",0
"Only issue is that it is a little slow , and I 'm fixing that by adding more RAM.",1
"The hard drive crashed as well , and I had to buy a new power cord.",1
Another issue I have with it is the battery.,1
"My MacBook Pro works like a dream , it has never overheated , or even been slightly warm for that matter.",1
"I get a ton of compliments on its size , and speaking as someone who regularly commutes on a bus , I can attest to the fact that this is the perfect size computer if you 're restricted to the width of your body for computing room.",1
"Easy to carry , can be taken anywhere , can be hooked up to printers , headsets.",0
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again , everything from programs and drivers failing again , to it powering off for no reason , to locking up and freezing and just all sorts of issues.",1
Love that it does n't take up space like a regular computer.,0
"So , I took it back to the apple store and they narcissist genius bar staff ) fixed it by resetting the fan at boot up.",1
"the mouse on the pad , the left button always sticks.",0
"We use the built in tools often , iTunes is open nearly every day and works great with my iPhone.",1
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,1
True quality at a great price!,0
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,0
So what am I supposed to do ? The LG service center can not provide me the `` service '' when it is called the `` service center ''.,1
The Material this Pro is made out of seems a lot nicer than any PC Specs : Like I said this performs a lot better than any computer I 've had in the past.,1
"After doing extensive research , macconnection had the lowest price on the 15 '' MBP i5.",0
I am ADDICTED to photo booth!,1
"The operating system and user interface is very intuitive , and the large multi-touch track pad is amazing.",0
Hard disk - The new editions gives you more hard disk space ( 500GB instead of 320GB ) but time has taught me never to trust an internal hard disk.,1
It is extremely portable and easily connects to WIFI at the library and elsewhere.,0
"First things first , Macbook pro has many applications to make life easier , unlike the windows computers.",0
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,0
"I considered I may have too much on the computer , but after looking , there was plenty of space and that is not the issue.",1
"Now mainboard is broken , have to wait for a new one.",0
"The speed difference is next to NOTHING for a mac , and the hard drive can be manually upgraded or you could just buy a $ 60 500gb external hard drive.",0
"The people are frustrating to work with , the product itself is very cheaply made , and the accessories are less than satisfactory.",0
"everything about a mac is wonderful , it takes a little used to learning and getting used to the new system , but you will learn fast and its all worth it.",0
i love the size of the computer since i play games on it.,1
"You know , using the computer should be fun , not aggrevation , especially when you are playing games or working with photos.",0
To be honest i think it was faulty equipment or something but idk.,1
"I also love the small , convenient size of my laptop , making it a perfect tool for my academic studies.",1
"I love its solid build , light wt and excellent battery life ( for now ).",1
"The battery holds up well , it 's built very solidly , and runs fast.",0
Sound card is limited though.,0
This is a nicely sized laptop with lots of processing power and long battery life.,0
Computer crashed frequently and battery life decreased very quickly.,0
I propose that they can just swap the hard drives.,1
It 's also fairly easy to use the Operating System.,0
So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,1
Peformance is good for the price.,0
Summary : HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,0
I had 3 months when the ports started going out.,1
"The improvements to the OS have been relatively gradual , but substantive.",0
It is super easy to use.,0
Many of my classmates computers hard drives crashed.,0
Ease of use is just one of the benefits I love about my Mac.,1
The 13 '' Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.,1
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,0
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,0
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,1
Iphoto is great for adding pictures right to facebook and other social networking sites.,0
"Some features arent friendly ( volume wheel , sound quality , etc.",0
A cheaper price should not equal a `` cheap '' product.,0
"After a couple of years , my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",1
"The system constantly overheats , the battery life is too short , the case is coming apart , and my core applications that I use every day in my work as a graphic artist run poorly.",1
The company sent me a whole new cord overnight and apologized.,1
It 's even easy to hook up to other wireless networks.,0
"The rep did not even answer my question , I had to ask him , if he understood what I ask or if he spoke english because he did n't even try to acknowledge my question.",1
Again I sent it back and they replaced the motherboard and some fan inside.,1
"For me , keys were starting to get stuck and would n't type very well.",1
ca n't reinstall with standard os cd because of proprietary hardware drivers.,0
The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,0
I have been very pleased with the performance of this laptop.,1
"I bought it for my mom and she reports that the battery life lasts all day for her , it 's very lightweight , and the response for the computing she 's doing ( Internet focused activity : mail , research , etc . ) is excellent ;",1
Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,0
It is sleek and lightweight and charges quickly when needed.,0
"also you may need to charge it once a day , if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it.",1
"I did think it had a camera because that was one of my requirements , but forgot to check in the specifications on this one before I purchased.",1
little short on RAM but you get what you pay for.,0
"It did n't come with any software installed outside of windows media , but for the price , I was very pleased with the condition and the overall product.",1
"THEN , one month after the warranty expired , the replacement charger went.",0
I love a `` pc '' but I was ready for a change and tired of the windows system.,1
"Other installed features , such as certain printer software , are also most attractive.",0
"Even doing so , the hinge may just be slightly tightened only.",0
"company provides UPS shipping , fast , great!",0
"It is easy to use , has great screen quality , and every so light weight.",0
The iLife software that comes with the computer is so simple to use and produces a great finished product.,0
The shop will definitely push the problem to the service center.,0
"While I mostly use it for email , internet and gaming , I 'm confident all other applications live up to the high standard I 've come to appreciate from Mac laptops.",1
"This laptop looks great on the surface : 17 '' inch screen , good price-point , nice appearance , boots up quickly , runs fast etc.",0
"The apple systems are over priced luxurys that ar n't worth what they are being charged for , this model 's specifications are far from being impressive and they only thing you get out of this is the apple name.",0
pros : the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.,0
Disappointing for such a lovely screen and at a reasonable price,0
The only bad thing about it is they give you the worst batteries possible.,0
Good price.,0
the speed is fine.,0
"It was not clear that the Microsoft Student Edition that was loaded on the computer , was a six month trial.",0
Good for every day computing and web browsing.,0
"Also , I have had a lot of trouble with the keys sticking and will not type correctly.",1
Excellent LED monitor and well equipped.,0
"Without a doubt , the * design * of this laptop is fantastic.",0
I could save ten essay papers and have hardly any memory left.,1
"Other than that , I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",1
But the biggest pain is that tech support is not available 24/7.,0
"I chose the iBookG4 , a laptop that is an attractive computer with a large screen big enough to please anyone.",1
"Everything about the Mac is not only visually appealing , but very easy to use.",0
THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY.,0
"Garageband is more for the musicians , and the laptop is equipped with a good working microphone , good enough for beginners and musicians at the intermediate level.",0
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,1
The difference is the Toshiba had a lot more memory and hard drive space.,0
There was a little difficulty doing the migration as the firewire cable system ca n't be used with the iBook.,0
Seems like maybe a bad shipment from Toshiba.,0
OS X is solid with lots of innovations such as quicklook which save heaps of time.,0
But other than that I am blown away by all the features this laptop offers.,1
The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,1
"Overall , this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",0
First the screen goes completely out.,0
"The PhotoBooth is a great program , it takes very good pictures with the built-in camera.",0
Many kinds of software that is necessary to the working person is not available and can not be downloaded.,0
"It bluescreened on me without any warning , running simply basic Chrome.",1
We researched and found the best price at MacConnection.,1
But guess what ? ( you have to buy an external dvd drive it does n't have a built in type ) The notebook ca n't be used because it does n't read anything for an external drive.,0
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING ! ! !,0
I use a cooling pad but it does n't help.,1
Supplied software : The software that comes with this machine is greatly welcomed compared to what Windows comes with.,0
I 'm tired of the inept service.,1
"Garageband is easy to work with , like all the other apple applications I 've had experience with.",1
"No , tey do n't even support their own bios and it `` could be a problem with the bios '' How can a company that makes a fairly decent product get away with such insanity ? ? ! !",0
This laptop looked brand new and was shipped very quickly.,0
"Info : Windows failed to load because the kernal is missing , or corrupt.",0
"The display on this computer is the best I 've seen in a very long time , the battery life is very long and very convenient.",1
"But the quality , in general was less than the worth of the cheap laptop.",0
In the first moth of owning this computer its hardrive failed which had to be replaced.,0
"WIth the upgraded memory , the MacBook Pro never has an issue running many many applications at once!",0
"Simple to use , and great graphics.",0
The internet speed is spectacular.,0
They claim call center is still down.,1
Mac also has many apps and programs that are quite cheap or free.,0
"My husband uses it mostly for games , email and music.",1
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth , they come loose.",0
Downfalls : sharp edges.,0
I had it four months when my disc drive refused to open.,1
"So , after Apple replaced the hard drive I enjoyed another 4 months of my new computer , until it froze this morning -- completely.",1
"Once again , I was told it was the suspicious power supply problem.",0
Unable to boot up this brand new laptop.,0
"In addition , all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",0
"I actually had the hard drive replaced twice , the mother board once , the dvd drive twice , then they FINALLY agreed to replace it , ( ALL OF THIS IN LESS THAN 1 1/2 YEARS!",1
"I love the feel of the key board , as well as the trackpad.",1
Now I have the best of both worlds with all of the power and ease of the Mac!,1
Ease of use is just one of the benefits I love about my Mac.,1
Now the machine wo n't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I 'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,1
"Browsing , also , was no problem for me when I used itunes ( which usually slows down my PC ).",1
"Again , decent comp for the price , and I was in need of one quickly as my other laptop died on me.",1
"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another , and I am not kidding you , I called different hours of the day and you 'll get someone else from another country trying to get you to tell them your life story all over again , since they make it sound like they do n't have your history list of your calls right in front of them.",1
Quality Display I was surprised with the performance and quality of this HP Laptop.,1
The battery life also does n't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,1
The internet capabilities are also very strong and picks up signals very easily.,0
"Its fast , has High definition quality in the videos.",0
Another Great thing is the Beast graphics.,0
The ease of set up was terrific.,0
Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,1
Screen size is perfect for portable use in any environment.,0
"I used to build my own desktops from the component parts , and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working ( this was a rock star 7 years ago ).",1
) And printing from either word processor is an adventure.,0
"After purchasing this thing , I find out that I need a special interface device to connect my camera , and that it can not be purchased at the store - only on line.",1
Another included program that is laughable is the chess game.,0
"Yes , I thought the expese was a little much , but I now realize you get what you pay for.",1
"It works great for general internet use , Microsoft Office apps , home bookkeeping , etc.",0
"The price was very good , and the product is top quality.",0
It played various games without problems and ran aero smoothly and flawlessly.,0
After replacing the hard drive the battery stopped working ( 3 months of use ) which was frustrating.,0
"From the get-go , the M6809 was unsteady in its operation ;",0
"Its small enough where I can take it pretty much anywhere , but still has a big enough screen to get everything done.",1
"It even has a great webcam , and Skype works very well.",0
This computer I used daily nice compact design.,1
"The ATI graphics card is a huge plus , definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with , such as Half-Life 2 or even World of Warcraft.",0
It was hard to handle and operate at school.,0
I preferred the fit and feel of the 13 inch.,1
power supply went bad after 2 weeks --,0
"The screen takes some getting use to , because it is smaller than the laptop.",0
I regret buying it before understanding how awful it is to use.,1
The right speaker did not work.,0
Dealing with the support drone on the other end of the chat was sheer torture.,0
"The Final Cut Pro on this laptop is so fast and easy , and I can use this to seemlessly transfer all my work to my home computer , which is also a mac.",1
"The computer runs extremely slowly , whether opening Word or My Computer.",0
"The screen is nice and the images comes very clear , the keyboard and the fit just feels right.",0
"But sitting on a lap or on a desk in front of you it looks more than big enough ( this could be because Im used to my Lenovo 10 tablet now ) plus this is a great size if I want to unplug the external keyboard , mouse , and monitor to take it with me when I take photos and video.",1
The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,1
The wheel that turns the volume up and down does n't work in real time.,0
I can not be happier with the service or product.,1
"I do transcription work on the side , and the flatline keyboard makes typing quick and easy as well.",1
Speakers does n't sound that great.,0
The `` abuse '' is that I pushed the power plug in too hard.,1
The resolution on the screen is almost pure HD.,0
The Internet Explorer was very slow from the very beginning.,0
The AC power port becomes loose over time.,0
"As a user of a PC , I will will admit that the macBook Pro has a better running system in which I found myself `` Getting the job done quicker.",1
"There are no gold key numbers too intall programs , you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",0
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,0
Enjoy that Toshib force and durability unparalleled.,0
Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5 's.,1
"We love the size of the screen , although it is still lightweight and very easy to tote around.",1
the battery is irreplaceable.,0
"I have never really been big on downloading anything so I was n't too worried about getting a virus , plus I thought I was protected by Norton.",1
"The internet was locekd and froze every time it was trying to be used , and the command prompt would not work at all.",0
It 's software and speed enable it to do amazing things.,0
Could not keep up with me and finally the hard drive went out.,1
"I am most impressed with the programming , including the iPhoto.",1
Speakers too small to be of any real use.,0
"I upgraded it 's RAM to 2GB , I am very happy with it.",0
They should have included more memory on their computers if they knew Vista would run slowly.,1
Battery life could be better but overall for the price and Toshiba 's reputation for laptops it 's great!,0
"The battery never held a charge longer than one hour and within two months , stopped holding a charge for more than ten minutes.",0
After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,0
The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,0
"Apparently well -- built and gorgeous to look at , the i5 MacBook Pro is a winning combination of price and performance.",0
"The apple care has never failed me , and I expect it to be the same for this computer as well.",1
The Toshiba laptop I am using is easier to use than most I have tried.,1
"I love the size , keyboard , the functions.",1
the mouse is way way way too sensitive.,0
"Also , I issued a replacement RMA for a few dead pixels in the upper zone of the screen , which is noticable to me.",1
"My friend reports the notebook is astonishing in performance , picture quality , and ease of use.",1
the i3 processor does n't seem to run hot and the fan rarely turns on.,0
See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,0
"The only thing I do n't understand is that the resolution of the screen is n't high enough for some pages , such as Yahoo ! Mail.",1
very convenient when you travel and the battery life is excellent ...,0
The machine is slow to boot up and occasionally crashes completely.,0
the screen brightness automatically adjusts.,0
"Besides the great look , it is a great machine.",0
"The sound is a bit quiet if you 're on a plane , this can easily be overcome with a decent pair of head phones.",0
Right size and weight for portability.,0
The battery life also does n't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,1
The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me ( I prefer it dark ) or if you can crank up the brightness.,1
My one complaint with this laptop is that I 've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,1
"While it was highly rated , would I like it ? I tried the keyboard at the store , and it seemed ok.",1
"Treat yourself to a more expensive , long-lasting laptop of quality like a Sony , Apple , or Toshiba.",0
( No problem with the ordering or shipping by the way.,0
And the ram ( the thing that makes it faster ) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,0
"I edit and burn to DVD a lot of video , so I obviously could not live with a non-functioning drive.",1
"Fast , great visual!",0
It 's priced very reasonable and works very well right out of the box.,0
"while the keyboard itself is alright , the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",0
There are so many wonderful features and benefits to the new MacBook!,0
The only thing i can say is that the touch pad doesnt work like it should all the time.,1
For some odd reasons the computer does n't recognize the operation system.,0
The trackpad was easy to learn and navigate.,0
"Applications open in seconds and there are no lags , hiccups or awkward moments when you wonder whether your computer is out for tea.",0
I respond that I do not have the old computer and this way I would lose the data on my hard drive.,1
Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,1
Even though the computer is larger they did not make the keyboard larger.,0
"Its not just slow on the internet , its slow in general.",0
It has just enough RAM to run smoothly and enough memory to satisfy my needs.,0
"I acually believe the issue is with the Nvidia grafics card , but still requires a return.",1
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,0
The feel of this machine compared to the old MacBook is far superior.,0
"In due course , I 'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",1
"They break down just as often as PCs do , and the only reason they do n't get viruses , is because no one makes viruses for them , they 're not better in any way , they are worse , try finding virus protection programs for a Mac , they do n't exist.",0
The overall build quality of the unit is excellent and she 'd recommend it to anyone else looking for a netbook.,1
"The repairs were made quickly though I must say , however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",1
It is fast and i have not had a problem with internet connection or any other problems.,1
I 'm really impressed with the quality and performance for the price of the computer.,1
"It is so simple to use , I use it more than my desktop.",1
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,1
"EITHER WAY , THE KEYBOARD IS UNSATISFACTORY.",0
"Well , I have to say since I bought my Mac , I wo n't ever go back to any Windows.",1
"I took it in to the Apple store and guess what ? They fixed it , no cost out of pocket.",1
"The quality , engineering design and warranty are superior -- covers damage from dropping the laptop.",0
"The applications are also very easy to find and maneuver , much easier than any other computer I have ever owned.",1
The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.,0
"Great laptop for school , easy to use for beginners in the household.",0
"4 ) Laptop still did not work , blue screen within a week ...",0
"The only thing that is n't perfect about this netbook is the speakers , they are not loud at all but I expected that.",1
"Of course , I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.",1
Did n't work when shipped from Walmart.com but went into a store and exchanged for a working laptop ( same make/model ).,0
"All of the programs ( Keynote , Pages , Numbers ) have an option to save your documents as Microsoft compatible , which really eliminates the need for the actual.",0
"Sure , the initial out of pocket expense is greater , but that should not dissuade anyone from the fact that these machines run like none other on the planet , and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs , it probably comes out about even anyhow.",1
"The best thing to do is build your own computer , but if u ca n't company 's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $ 2000 systems and if you google `` dell coupons '' you can find codes that take a significant amount off the price .####[([26], [28], 'POS')]",0
"There is no cd drive on the computer , which defeats the purpose of keeping files on a cd.",0
"Unfortunately , Apple 's quality has continued to slide.",0
I believe that the quality of a mac is worth the price.,1
sometimes you will be moving your finger and the pointer will not even move.,0
The 13 '' Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.,1
"I would rate this computer at 5 stars , but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.",1
"I also love the design , the looks , the feel , and the my toshiba feature is wonderfull.",1
"Also it is very good for college students who just need a reliable , easy to use computer.",0
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor ( such as works for windows ) , but iwork is cheap compared to office.",0
It is light and the battery last a very long time.,0
"And at one point , they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop ( I bought the memory stick they recomended ).",1
"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare.",1
The next time I had an issue my lightscribe would n't work.,1
"The touchpad is extremely sensitive , which is the only drawback.",0
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,1
"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it , but I like the big screen on it.",1
I can have both OSX and Windows XP running at the same time!,1
Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,0
You can call HP and they want you to buy more software to fix it.,0
It is easy to navigate and update programs.,0
"All in all , a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service.",1
"The laptop is very lightweight , can easily carry around in a knapsack full of text books and it barely adds any weight.",0
I also did not like the loud noises it made or how the bottom of the computer would get really hot.,1
I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,1
defective software.,0
This computer was so challenging to carry and handle.,0
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,0
Unless you want to be inconvenienced with a non working power supply which you ca n't find a replacement for because they made the attachment so small.,0
It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,0
It is good to know that I can mobilize without having to worry about the battery life.,1
"The screen is nice , side view angles are pretty good.",0
"The fact that the screen reacts to the lighting around you is an added luxury -when you are working around others in dark areas and want privacy or do n't want to bother them with bright lighting , it is very convenient to have a darker , softer lit screen.",1
3 weeks went by and the computer keeps crashing and will not open any applications.,0
"Looks nice , but has a horribly cheap feel.",0
"The feel of this is better than the Toshiba , too.",0
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,1
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine.",1
"I am not sure if it was the drive itself , however ;",1
